,content,label
4988,Cultura gay es identificar qué video es antes de darle play url,NP
4989,"@manu_negrete No me mates con un cuchillo, no me mates con un puñal; mátame con un beso tuyo, de tu boca de cristal",NR
4990,@JayMaverik Las drags nos están barriendo 💥 url,NP
4991,"Jamás había visto a una pareja homosexual con un hijo. Es una imagen muy linda, al menos la qye me tocó ver hoy 😍",NP
4992,"Hoy teatro gratis con @HoracioColome CÓMO pUEDO SER MONTGOMERY CLIFF? En Centro Cultural de España en México Calle República de Guatemala 18, centro CDMX a las 19 hrs. Montgomery Cliff un ídolo de Hollywood closetero. No podía decir: soy homosexual. Y sus secretos. Gratis url",NP
4993,"@DayanaTravest  @DashaTrav  
Podemos compartir la misma url
Mañana de putas por metro Hidalgo 
#Queremos vergas
RT url",NP
4994,@SergioADi00W @Rayados Vas y chingas a tu puta madre coge primas de cagada,NR
4995,A Ruben se le va a quitar lo mentiroso cuando se le quite lo homosexual o sea n-u-n-c-a,P
4996,"@jorge_munguia buaaaa yo como en la 8va.
Acabando te busco, estoy con @vmorettii somos imposibles de no ver. Las dls guapas Trans altas ^_^",NP
4997,🥰 Monterrey (y sus mariquitas) url,P
4998,@Fer_Gay Me apunto!! 🤗,NR
4999,#vucetichmeteme Todos los de Veracruz son jotos! Jajajajaja,P
5000,"@davidallegre pues es no identificarte ni hombre ni mujer.

Mi pareja es no binarie, mucha gente es no binarie. Es simplemente no ser ni de uno ni de otro. Y tú te identificas como quieras sé súper vale ser hombre que use vestidos como se vale ser mujer en pantalones.",NP
5001,"@cicconered88 jejeje Tranqui. Y mira, mente abierta, have fun. Lo Trans es una muy linda experiencia.",NP
5002,"@RayMorenoMX @ArtemisRofocale @angelicadelap Todo lo que se pide es que no se hagan foros con temas antiderechos. Que no se le de voz a la gente antiderechos. Da miedo que esto permee internamente.

Y si los van a hacer -por la pluralidad de ideas- entonces queda la duda de porqué solo se ha hecho esto con los temas trans",NP
5003,"""La unica puta soy yo"".",NR
5004,@CentralFM_ @LillyTellez @lopezobrador_ El poco poder la volvió loca más dé lo ya estába,NR
5005,A @Anaaliciamor Le fascinan las Lenchas como @aristeguicnn @DeniseDresserG en url por una Torta de Bolonia con Repollo postean lo que sea,NP
5006,"Nos lanzamos a #newyork  para tenerles información y fotos @Nissan_mx #zcar 
Año/modelo na0na3.
V6 doble turbo 400Hp
na trans, manual de 6 ó auto de 9. Cluster de instrumentos digital.
Diseño general de las líneas del #zcar

#nissan #zcar #300zx #350z #370z #cars #turbo #conceptcar url",NR
5007,"Que tú te creas muy hétero y yo sea lesbiana no te da derecho a agarrarme las nalgas, amiga.",NP
5008,Mi hermosa y favorita drag chilena 😍😍😍😍😍😍 Morfina 😍😍😍😍😍 en Distrito… url,NP
5009,"por cierto, felicidades a todas y todos hoy en el #InternationalDragDay
porque lo quieran o no, todxs alguna vez hemos hecho Drag. 👠💅🏽💄",NP
5010,"@Cindy_Aparicio Ana guevara ganó como atleta y le hicieron “pruebas de género” .. no puede ser que una MUJER le vaya bien en el deporte.

El reto de esta discusión no es la gente trans. Sino la creencia que los hombres siempre van a ganar en todo solo por nacer hombres. Que es falsa.",NP
5011,@AmmaRMe flaca no me claves tus puñales por la url,NR
5012,"Jamel Myles, el niño que se suicidó tras revelar que era gay url",NP
5013,"Rubi está en la final, lo logró, esa hija de putx lo logró url",NR
5014,@alan_Magarret Anque cierto twittero diga que somos lesbianas 😁,NP
5015,"@chabela_lencha Ahí hubiéramos salido, pero te freseas @Ximee_ag 🙄😂",NR
5016,"Aunque si bien las feministas VIp trans odiantes me traen cortita que no clasifico para pasar su cadenera de la entrada, no hay alma que me detenga de marchar el #8M

Allá no vemos ⚡️ url",NP
5017,"Que cansado es ver que cuando ya no venden o no están tan presentes, le pican al botón de HAGAMOS UN MIERDERO CON LA GENTE TRANS y ¡pUAM! Explota su presencia mediática.

Es como nuestra KK Rowling. O algo así. url",NP
5018,@GuillermoTrenti Tas loca,NR
5019,Que oso pelear por un mayate 🤭🤣,NP
5020,Machorra y americanista 🤔,P
5021,"🚧Hoy hicimos trabajo físico de resistencia especial, porque vamos con todo por el Bi 🏃🏽‍♀️🔥
#EstoEsTigresFemenil 🐯 url",NR
5022,"@khuriel “Hola.. SOY TRANS BITCHES!!” 🎶 * suena música * VEAN A LA ANDREA BIEN pERRUCHIS pOST FFS

.. “ya, eso Es toda la sensibilización. Gracias por venir” * le agarra a una galleta del coffee break *",NP
5023,"...""¡Al fin!""
Una carrera loca que le dejó su primera #Indy500 url",NR
5024,@TOREROYENTERO @GayGuideMexico @GayReverse @GAYS_MEXICODF Los países a los que NO deberías viajar si eres abiertamente Homosexual,NP
5025,Un joto mas feo que otro,P
5026,A la verga soy re lesbiana cuando se trata de Demi,NP
5027,TÚ PUTA MADRE ÁRBITRO !!!!,NR
5028,😍😍😍 #PhotoOfTheDay en Villa Los Faroles url,NR
5029,@danylopez996 Es lesbiana o que?,NP
5030,"@DoodMilan @Laliiz1na06 @laboguebo5 Seh. El tuit si te fijas, mi tuit original solo.. evidenció. No llama a acción de nada. 

Mucha Banda se puso de ""QUÉMENLO EN LA HOGUERA"". Y pues.. no. No es la idea.

Y del otro lado, se puso el tema trans en la mesa, y ¿te digo algo? Va. Hablémoslo. Que salga TODO.",NP
5031,@georgelkb @Puebla_GAY que tal se pone?,NP
5032,"Ya nada puede ser peor 
*Veo el súper estreno de transformers y el lado oscuro de la 🌙 en canal 5 después de mil años #killMePlease 🔫",NR
5033,"Cuando el triunfo de Macron pone tristes a los fanáticos de la anti política, a los closeteros de putin y a los odiadores del ""status quo"". url",NR
5034,@VanessaRosales_ ni hablar de las feministas TERF que insisten ser mujer trans es pertenecer al patriarcado,NP
5035,@url  Y esperabas tu arcoíris 🌈 marica?,P
5036,Que niño tan marica y lame 🍳,P
5037,"Cap p: presentación.
""Vestidas e Inventadas na.p""

patrocinadores:
dragdeadcrowns url @impulsecdmx cactacea_cdmx aaroncuadrosmx elmarrasalon

#Insta #Instagay #Instadrag #Drag… url",NP
5038,@JoyiusLuis @Tuiteretera y tiene que ver salud por qué hay sexo homosexual. Mucho. Y si no se enseña desde pequeños habrá carencias.,NP
5039,@AdolfoKastillon @AgenteTruffaut .@adolfoKastillon si hoy na0na0 no te sientes ni víctima ni percibes odio pues muchas felicidades y agradécelo a qué los grupos LGBTTTI valientemente levantaron la voz cuando por ser homosexual eran victimas de homofobia y discriminacion.,NP
5040,Trunca pAN matrimonio gay en #Morelos --&gt; url / #Reforma,NP
5041,Facebook me acaba de bloquear por decirle joto a un amigo:(,NP
5042,MWES -  primera condena en Florida sobre tráfico humano de carácter homosexual  - Un hombre ha sido condenado a 11… url,NP
5043,"@tifis y si no dejan que una pareja gay se case, no quiero saber cuando voy a poder cambiar mi sexo y nombre. Derechos trans = p.",NP
5044,@alf_avila_ @jrisco @penileyramirez De mi parte avila chingas a tu puta madre me gustas para puton y ojete,P
5045,"Inauguración del Centro de Estudios Trans* como cierre de #RemembranzaTrans2021 con Blas Radi de @estudiostrans de @UBARectorado @ErickaEliberte de @UdeGuanajuato Marcela Ávila-Eggleton de @fcpsuaq y @Rivka_Azatl @PradoGlenda e @IlsaAguilarb de @

url",NP
5046,"@B7sexx Wouh que rico🤤

Te invito a que me sigas y veas el material amateur que tengo de chacales, mayates y bisexuales 😈",NP
5047,Espero que Ana no esté igual de loca que Chava 🙏🏽,NR
5048,@florivonVeliz Nunca te ha dicho en Multimedios que pareces un vato o un transformer?? Arreglate!,P
5049,"En una sociedad donde las preferencias sexuales son una moda y no una libre elección aparentemente innata, aborrezco a los ""homosexuales"".",P
5050,"@aszel_queen tu twitt ""soy hetero pero me gusta una mujer trans"" es igual de troll. Que te guste una mujer trans implica eres hetero.",NP
5051,"Desde cuando puto se hizo sinónimo de gay, joto, puñetas, marica, bombillo, manocaida? No sean hipócritas @FIFAcom puto es puto y ya.",P
5052,"Ya es Viernes y toca #ROT ♦️ Edición Especial Día del Niño 🎠 Show Drag: #DeseosFab #DiddyRex 🏳️‍🌈 Cover $na0 promociones en Botellas 🍾 y litros!
Reserva al nana917na65nana📲 #EnjoyRot #Veracruz #AntroGay #Queer #DragMexicano #Todassonsecretas url",NP
5053,pinche estupido marica wey quítate del aparato alv 😑,P
5054,Opinión dividida para Finito de Córdoba en el cuarto bis.,NP
5055,Nota principal de #sucesos » Lesbianas se ponen a prueba a sí mismas url,NP
5056,Típico que van a jugar gotcha y se cubren como con 10 chalecos de kevlar los muy homosexuales.,P
5057,Que buen partido marica @marcelinovh7,NP
5058,"Leyendo por ahí.. Hay gente que está convencida estas son las primeras olimpiadas con gente trans, gay, lesbianas, bisexuales, etc.

Créanme, nomás era que antes no lo podían decir.",NP
5059,@niriams Ahora resulta ke ser lesbiana es un orgullo 😂😂😂😂😂 no mamen. Ke la lleven a un  exorcismo.,P
5060,Busco ACTIVOS VERGONES 🤤Busco #cabrón #activo #vergón para #coger MandenMD #HeterosCuriosos #hetero #bisex #bisexuales #chacales #machosdotados #hombres #casados #cornudos #singledotado #single #dominante #solosexo url,NP
5061,"Tengo una pregunta muy url pero dicen que vale más una pregunta tonta que un tonto que no pregunta url

El decir una mujer/hombre trans, es correcto? por qué no solo llamarlas mujeres/hombres?",NP
5062,Me enamoré de una url 🎶❤,P
5063,@ramidrink83 Al menos no es pa jotos amigo,P
5064,No hay un corazón que valga la pena no hay un puto corazón en toda esta tierra 🌚🎶▶️,NR
5065,Así son muchos de nuestros amores y ligue de ocasión @estupidahdeamor Y nos queremos afianzar al falo de la necedad cuando no entendemos que todo es Una Estupida Historia de Amor @Helenico @JoseRaBerganza @martinsaracho_ @Milleth_Gomez @carlostalancon Obra mexicana gay para todos url,NP
5066,"ES : Aprueban matrimonio homosexual en Virginia, EE.UU  - Aprueban matrimonio homosexual en Virginia, EE.UU Uurl url",NP
5067,@loboskkie pues se los pintan cocho que no ves sus fotos de los maricones con barba pintada,P
5068,Me cae bien este señor jajajaja y me da vida que use términos que se usan mucho en el mundo drag 😂 url,NP
5069,"Saben, ¿qué culpa tengo yo de la homofobia, la transfobia y el feminismo “VIp” excluyente de mujeres trans?

Yo.. soy como soy, no dejo de existir.

Y ahí me tienen, en casi TOOOOODAS las entrevistas, dando la cara y recibiendo preguntas para explicar a estas personas y su odio.",NP
5070,"@cabezavado no me refiero a gay como homosexual, sino como ""nena""",P
5071,"Me da mucha risa cuando me dicen YO NO TOMO HORMOnaS, pOR ESO SÍ SOY MUJER.

Gente que luego va por pastillas anticonceptivas, o parche, o implantes. Es más, ¿creen que las hormonas que tomamos se las inventaron.. pARA LAS MUJERES TRANS? La TRH se desarrolló para la menopausia.",NP
5072,"Jodidos tus ""argumentos"". Jotito y en mi caso oportunista. Homófobo en un caso y majadero en el otro. url",NP
5073,"@ElCuboNegro en caso que te cachen dile que soy lesbiana, a lo mejor le causas un pantallazo azul y listos, reboot.",NP
5074,"Les falle otra vez sociedad. No hice una publicación super chingona, emotiva para salir del closet Queer 🥺.

Ya chingue 🤦🏻‍♀️",NP
5075,"@Rodrosv @pixelatl género en videojuegos, pero desde el punto de vista LGBT. Como si link es una mujer lesbiana y esas madres ^_^",NP
5076,#NoTepierdas De niño monje a supermodelo transgénero url url,NP
5077,Los vatos sacan el lado marica y las morras el lado sharmuta,P
5078,"Tras intentos de extorsión, la youtuber @NikkieTutorials se arma de valor y habla sobre su pasado y la transición de género que hizo a los 14 años. #UNews #TodosSomosUnicable #FelizMartes url",NP
5079,"Si hay alguien que me vuelve loca es @DiegoBoneta &lt;3
#LoAmo",NR
5080,Éste fin de semana: Todos los jotos con su mamá en las estéticas de Guadalajara.,NP
5081,"pablo Iglesias empieza a sacar trapos sucios del pSOE. Voz suave, puñal en mano #ELpAISDebate 
url",NR
5082,Saquen a ese marica y que salga @qotsa,P
5083,Necesito una mejor amiga Lesbiana.,NP
5084,"Él es Alex, mi personaje de Con Lugar. Es bisexual y NO está confundido! No era gay o hetero a ratos; cuando anduvo con Aarón era bisexual y cuando estuvo con Danna seguía siendo bisexual. ♥️🌈#BiVisbilityDay url",NP
5085,@Lolahbg15 @gays_plus @Funny_MXXX @Chacalesmexico5 @pORNGAYHOT3 @BuscandoEdo @MEXICOHOTGAY @sex_sincom @EncuentrosSexMX @EncuentroGayMty @ArrimonesEl @CdmxRelatos @cruisinggaycdm1 @porno_caseroo @CorazonSelvio @RegiolandiaMTY @puteros_gay Lastima que no cojo a pelo si no pues si 🤭,NR
5086,"@HBSERVITECH Querido @playgroundmag .. LAS! LAS transgénero. por su discriminacion y prejuicio, gracias.",NP
5087,ALGUIEN pARA COJER EN TLAHUAC O TULYEHUALCO Una CHICA O GAY AFEMInaDO EN LENCERÍA,NP
5088,"No soy lesbiana, pendejos.",NP
5089,Perdóname mamá por andar de lesbiana.,NP
5090,"Una noche inolvidable con soronasty, ya la comprometimos para que pronto regrese a un fragmentadas de la moda con missvelvetine @ Jotas Room url",NP
5091,"@KeniCarrasco @poCuiriz Ojo de loca,  no se equivoca. Si te das cuenta, trata de echarte carga emocional. ¡CUIDADO! Foco rojo eh. 🚨",NR
5092,"Estos resultados lo que me dejan claro es que se ventilan los de después del ascenso, después del Bi y los desde antes del Ascenso.",NR
5093,Solo les quiero compartir como se ve el hotel donde estoy en Colotlan. ES Una ODA A LA BANDERA TRANS url,NP
5094,pero sí es un Turl url,NR
5095,"@fernandeznorona No fuiste tu? De casualidad?

Es que eres el único hijo de puta que conozco",NR
5096,@CarlosLoret No habia unos más jotos????,P
5097,"@aurelionuno Clase transexual grabada en colegio Hay niñas con pene, la ciencia no puede saber si soy hombreurl=url",NP
5098,"@ManuelVegaCln a ya, entonces el pedo no esta en el homosexual más bien en la cabecita del pendejo que lo juzga, ya capté",NP
5099,por el bi 🏀💪 url,NR
5100,"@florentinakane @HugoCha00aloni @mexican_fifi Yo no tengo nada en contra de los homosexuales,lesbianas, travestis, transexuales etc, etc, para nada. pero como ya hubo un caso, osea hay un antecedente ¿porqué tenemos que arriesgar a las mujeres o niñas a que vuelva a suceder?
Es mi opinión. pero ""ojo"" no es ley. Cada quien.",P
5101,"No mames, Spinelli era Trans! Qué bonito, de niño AMABA este programa, me despertaba temprano para verlo los sábados porque provincia y que cool que haya tenido este tipo de momentos. url",NP
5102,"Libres e iguales. Es el lema del #DiaContraLaLGTBIfobia, con el que la #ONU urge combatir la violencia y la discriminación. Y fomentar la inclusión de las personas lesbianas, gais, bisexuales, transgénero e intersexuales. url",NP
5103,"El papa alienta unión civil para parejas homosexuales, un cambio de postura del Vaticano url vía @aciprensa",NP
5104,"Inhumano, falta mucho para reconocer plenamente el reconocimiento de nuestros derechos. #Tanzania más info en ➡️
url url",NP
5105,@andreaurriza fue @ManceraMiguelMX y sus amigos jotos,P
5106,"Amo el teatro de la diversidad. 
pero llega un momento que te cae el na0 que casi nunca le dan papeles a mujeres trans y les ENCANTA hacer papeles de “el travesti que es mujer loooca”.

Actrices, demasiado trans para los papeles Cis. pero demasiado Cis para los papeles trans.",NP
5107,@Carlos_Riveero @dyra_nicole aiii el puto y sus mayates jaja asta ke no la violen en campeche,P
5108,"Orientación Sexual no es Identidad de Género, mucho menos Hombre=TRANS esto discrimina + por estereotipo SocialTRANS url",NP
5109,Estos son algunos de los servicios a los que se te puede canalizar siendo parte de la comunidad trans todos los informes directamente con nuestros hermanos de @ftmguadalajara en Tlajomulco de Zúñiga url,NP
5110,"Algún jotito con lugar y con foto real de perfil porfavor
Que quiera que le saque mierda 🍑🍆 url",NP
5111,"@NicteTrujillo @roxiewashere96 Trans

.. ya, es todo lol.",NP
5112,"@Danielitos_ pero, pues si hay muchos niños trans. Jazz Jennings arrancó a los 6.",NP
5113,@renatapasiflora @jaqemate obvio. Vivian es súper símbolo trans Gamer.,NP
5114,"@Ricardo_Peralta Llore cuando la sacaron, pensé que en  esté drag race no me harían la gatada.",NP
5115,¿Qué vas hacer este fin de semana? Aquí las mejores fiestas queer: url #TimeOutGay,NP
5116,Afirmar que el lenguaje inclusivo es absurdo y ser homosexual es contradictorio ¡¿Perteneces a un grupo socialmente vulnerado y estás a favor de la perpetuación de la hegemonía opresora?! 😳,NP
5117,"Gobiernate puta, GO BI ER NA TE! url",NR
5118,pinché Thalía la amo.. esta bien loca 😂😂😂😂😂,NR
5119,"Le hace muy bien cuando le dicen pENDEJO, cuando era niño su puta madre, le decía,ya duérmete niño pENDEJO 🤭 url",NR
5120,"@SantiagoJHdz @Hell___Huesos pero ahora se Culea el puñal y ya ninconvive con la Banda
Ni al partido de México viene el putin 🖕🏻",NR
5121,Conchita Wurst reclama que haya ya igualdad de derechos para homosexuales url url,NP
5122,"Oigan de paso, el tema del “matrimonio trans” en Veracruz que se volvió mediático es.. raro

Lo celebran por que -literal- hay gente que dice “es que Veracruz no tiene matrimonios gay”. Y.. pues, este es un matrimonio de una mujer y un hombre

Y Veracruz SI tiene matrimonios gay.",NP
5123,@Antonio46na48480 Solo por mi culo soy transexual,NP
5124,purl Mi url pinche árbitro compensa hasta al 1na0,NR
5125,"-Qué horror, viejas cabronas!- certificó la Kikis Manterola al enterarse de las verdades causas del asesinato de Selma Lizalde-. Hasta dónde llegamos las mujeres, cuando nos enamoramos de otras mujeres! pag.17 Mi novela tremenda gay TU SANGRE pOR MI VIDA. Interesados Contactarme url",NP
5126,El más gay💪🏻 @ VaqueroChido url,NP
5127,"@azucenau Fracaso vestido de justificación, justificación vestida de demagogia.",NR
5128,Maricones cuando ponen bad romance en el antro url,NP
5129,"la más 🖤
mi abuela drag :3 url",NP
5130,@leftkist @realAnthonyUSA Si fueras hombre te agarro a madrazos @realAnthonyUSA . Así que mejor te madreo a puras cachetadas. #puñal,P
5131,"#44Lab: Jalisco, el estado donde no brilla el arcoíris para todos. 🏳️‍🌈

por @ivettessp 

 url url",NP
5132,"Se sospecha que Rusia🇷🇺 tiene una lista de periodistas y activistas, que incluye a activistas LGBTQ+, en la mira para detener y castigar (inclusive matar) en caso de una invasión a Ucrania🇺🇦. No nos olvidemos de asistirles y protegerles.

@CC: @EmbaMexUcr.
url",NP
5133,@_jorgemadrid Puta madre no lo había visto 😭😭😭,NR
5134,"#TJMiller en #SiliconValley le daba vida a Erlich Bachman, quién era el personaje favorito del público y la crítica. En na016 el actor es detenido por pelear con conductor de Uber. En na017 sale un correo donde TJ ataca y agrede verbalmente a la periodista trans Danielle Surl url",NP
5135,"@ranagarces @LaurapoloH @Eliolvera18 De noche, con los ojos cerrados y vestida de url hubiera enlistando con los Seals Murl",NR
5136,"Putas y jotas (@ Marrakech Salón - @marrakechsalon in Cuauhtémoc, DF) url url",NP
5137,"Listo el Audio del programa de url
""SI YO FUERA GAY"" #LGTBI #GAY  Jeje me imaginan? #IrreverentementeHablando
url",NP
5138,"Muy buenos y triunfadores de clásicos y excelente inicio de semana tengan todos ustedes, menos a los que se quejan a DDHH, a esos no por maricas y LyLurl",P
5139,la puta de la kath me hace burlin por mi acento mexicano ;-;,NR
5140,"Las personas pueden ser públicamente transfóbicas porque saben que ya no pueden ser tan públicamente homofóbicas, pero lo hacen con el apoyo abierto de muchas personas gays y lesbianas conservadoras. 

No hay #orgullo sin la T. #TransEsBello",NP
5141,Me asombra no hay mas religiosos hablando de la alta actividad volcánica y la potencialmente albureable comparación con la banda homosexual.,NP
5142,"@SaulReche @perra_amargada Una locura. Mujeres trans nbfóbicas quejándose que la gente nb “invade sus espacios” y “tienen su propia lucha”.

Literal dándole copy paste al libro de frases TERF.",NP
5143,Muchas lesbianas en Mérida y yo enamorada de una.,NP
5144,"@Kurai_Tsukino De hecho la condición le llaman “intersexualidad” y mucha mucha gente quiere ilegalizar el que los doctores o padres seleccionen el género solo por que si y dejarles vivir de modos intersexuales.
De esas cosas que ha llevado a MUCHO sufrir (y altísima incidencia de suicidio)",NP
5145,"@AviescWho La neta si, cuando yo te conocí en gdl drag project fuiste super amable y buena onda me hiciste la noche. La gente es mierda y que bueno que vean que nadie tiene que soportar sus comentarios cagados e ina0ropiados",NP
5146,@XxxAbsolut @HalconNegroJR @damiandgc @fragsalitalent Lo peor es que debes de ser un pinche joto horrible que se escuda tras una cuenta sin foto de tan culero que estas. Minimo se me disumula la gordura con la faja pero  a ti lo muerto de hambre y ardido nunca se te va a quitar. 😘,P
5147,@mauragcr puta que oferton,NR
5148,Puto internet de mierda #€*€*€-€+-***#£¥¥°`_£_£~`$ jajajajjajanajajajajaj,NR
5149,"Los lugares de encuentro gay y trans, eran objeto frecuente de redadas y extorsiones policiacas en Estados Unidos, México y otros lugares.",NP
5150,"— La homosexualidad no es natural, no existe el gen gay. Sólo existe hombre y url

*frena abruptamente* url",NP
5151,"Agustín Laje be like: 
El matrimonio no debe ser para homosexuales, porque no pueden engendrar.

-¿Es algo etimológico entonces?

-No, esque matrimonio viene de ""mater""...

Ay jajaj",NP
5152,"¿Quieres venir a coger mañana?...

perdón, puto autocorrector, ¿quieres venir a coger hoy?",NR
5153,Que puto se ve,P
5154,#LoMásLeído  » VIRAL: Familia retira senos y cabello de su hija transexual para su velorio url,NP
5155,@JorgBlumen Vieja loca,NR
5156,"¿por qué hay tantos homosexuales y lenchas en la carrera de QFB, aquí en la UAM? ¡¿pINCHES pOR QUÉ?! 😵",P
5157,Queridos chicos trans gay que me dan follow. Que si por favor se hacen visibles. url,NP
5158,Solo los jotos. url,P
5159,Gaby y yo bien maricas viendo la peli de terror jajaja,NP
5160,@hildabrizc porque loca?,NR
5161,"@pSCURp depende. Hay gente trans que trae la autoestima baja y no les gusta que les pregunten nada :/
Tu mide que tan cool sean y según.",NP
5162,"Soy trans, lesbiana, vivo sola y le he presentado 7 parejas a mi familia en mi vida adulta.. y me dan lata, pero por pedir pizza hawaiana.",NP
5163,@icev @Chelseashow @Fusion @MistyKSnow hay más!! Son DOS en la política de USA que se llaman Misty y son trans url,NP
5164,"‘ por fin saliste de tu escondite mariquita @ErickSolana 

url vía @YouTube",P
5165,"@TeamMovAzul Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",P
5166,Oh wow. Existe gente (bien poco lista) que dice que los hombres trans “borran” a los hombres homosexuales 🤦🏼‍♀️ url,NP
5167,Ay perrooooooo fuego fuego fuegooo ya van a llegar los Transformers #OptimusPrime url,NR
5168,conmadre que llueve y esta fresco pero en la mañana pinche solazo y bochorrrrnoso el puto día,NR
5169,"🏳️‍🌈El Senado holandés respaldó este pasado martes por una gran mayoría un proyecto de ley que protege a las personas transexuales e intersexuales y prohíbe legal y explícitamente su discriminación en todos los ámbitos, incluido el laboral.🏳️‍🌈
➡️url url",NP
5170,"Sacaron a @chorizamay de Drag Race UK, no me hablen :(",NP
5171,Simplemente no entiendo porque la gente se toma fotos en un puto elevador!,NR
5172,@RoVelkR0335768 Unas de Kola loca de una vez pa' no sufrir más alch,NR
5173,Yo Queria participar En El Torneó De The Walls :( puta Bida Ya No podré,NR
5174,"#MeHizoElDía  ver a @barbaraig  en #MaratonTelehit Como siempre hermosa
pon a One Direction, y si te lo permiten Drag Me Down x3",NR
5175,"Nomás para que calen como CADA QUIEN trae una relación diferente con el grupo LGBT+ (y de nuevo, de eso se trata)

.. Acá Sylvia Rivera quejándose que “por qué dicen Lesbian-Gay si debería de ser solo GAY, sin la L” y luego “por qué LG y no GL” url",NP
5176,@capa_invisible En Hogwarts yo sería la loca con cafetera de expreso (muggle) y kilos de café en el baúl para todos mis desayunos.,NR
5177,"@AlwDmnd Jajajaja, ya vestida, tomando calafia para ir al trabajo.",NR
5178,Acabo de de oir en clase que la ley les da privilegios a los gays. Siento que Donald Trump me está dando clase.,NP
5179,"Ser homosexual implica que nunca hay agujero equivocado.

punto para los gays.",P
5180,"En el Siglo na1 y gobernantes que se promocionan, ocurren situaciones inverosímiles. 

policía detiene a mujer trans; la obligan a raparse y 'vestirse como hombre' url",NP
5181,@pride_De_Sofia Es hora de asaltar a una draga * planea malévolamente *,NP
5182,Otro joto obsesionado con su peso. Wurl,P
5183,"@sopitas @asilascosasw en el reportaje se quedan cortos, hay personas trans  en la literatura en la ciencia y otras áreas.",NP
5184,@covagab007 @callodehacha @Do1orfirioDiaz @megustaleermex @marferalvape Esta citando a un personaje de ficción que vive en el porfiriato y se asume maricón dentro de la novela.,NP
5185,@paramountMexico TRIVIA #Transformers Tuitea tu cita favorita de la película. Arróbanos y usa #MiércolesdeCine url,NR
5186,"@mareoflores Buen hombre te dejo mi reseñurl

url",NR
5187,"De 17 años. 😳
Gente si ven a alguien Trans en cualquier momento, denle un abrazo. url

#JusticeForLeelahAlcorn",NP
5188,"Si en alguna de mis vidas pasadas no fui Drag Queen, ¿puedo serlo en la siguiente? 👑💅✨",NP
5189,@CxavezE @altazor08 Se acalambra el putito 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,P
5190,#TeCaesDe amor con una #FamiliaDisfuncional tan loca 😂😂 @MeCaigoDeRisa url,NR
5191,"@BigBrother_pM dijo la jota de #BBChristopher que el si se madrea a #BBShira eso es lo que promueves bigy? Muy mal, merecen expulsion",NR
5192,DESEGURO LA LOCA METIO A BAÑAR AL BEBE HASTA QUE LO AHOGO #SraAcero @stopello,NR
5193,@5nalindaG Si🌚 me gusta la pelea. Jijiji vamos a darnos en la madre mariquita,P
5194,@olal_sex_gay Así es,NP
5195,"No es “imparcial” que le jueguen a diluir lo peligroso de los discursos de Ernesto D’Alessio en su titular/copy, @SinEmbargoMX. Si se dice algo que es discriminatorio con las personas trans, ES transfóbico.

No validen “opiniones” así, ni siquiera de forma indirecta. url",NP
5196,"@ManuelRibadavina @pat_MercadoC @CitlaHM @alelagunes Richard Cohen? Quien se ha declarado como bisexual cuando vino a CDMX? Mejor te invitamos a ver la Guía que saco naciones Unidas @UNODC_MX , la @UnaM_MX y @COpRED_CDMX url",NP
5197,"@neftalopez1 Se debería hacer una petición, para que está desinformadora le quitarán, el título de, periodista o que cosa es, la loca esa.",NR
5198,"Los homosexuales talentosos! La novela más popular Cuna de Lobos escrita por homosexuales Carlos Olmos y cia. Y producida por otro gay y dirigida orgullosamente por un gay, Carlos Téllez. nadie supera el talento Gay. Le pese a quien le pese, las mejores novelas con sello gay. url",NP
5199,#DeQuéHablaLaGente Genera polémica padre transgénero que amamanta a su bebé url url,NP
5200,"Semana desastrosa para Trump. Salud, militares transgénero, Mueller, sanciones a Rusia, hasta los Boy Scouts. Todo se le cayó. @StratCons",NP
5201,La lucha por los derechos de las mujeres trans también es parte de la lucha por la autonomía del cuerpo de las mujeres. 💜💚💗,NP
5202,"@Cronopiojudd Lo leí como un mensaje donde el Sr está acostumbrado a que muchos de los usuarios se duermen ( Heteros, homo, bi etc etc ) Una advertencia con humor negro …🤷🏽‍♂️.",NP
5203,"Creo que estás loca, perfecta para mí. 😍",NR
5204,"@Adrieha @SoyLadyCorrales Y si la mujer es lesbiana puede ir?
Si es transexual pero se siente mujer, puede ir, o se tiene que ir atrás porque es hombre?
El sol está muy fuerte, que tipo de ropa van a llevar?",NP
5205,"@mangonar1 ¿Te pusieron brackets? —No pendejo, me comí un transformer y se me quedaron las migajas entre los dientes",NR
5206,Los gays que peor me caen son los que te dan follow en Instagram para que les des follow back y te dejan de seguir cuando lo haces 🤢🤢🤢 pero a mí ya nunca más me ven la cara de estúpida la verdá,NP
5207,Si son bien jotos!!!!,P
5208,"Ya vimos que todo lo peor de la politica electoral se está url

Hay sin embargo valiosas historias qué contar.

Esta es la Karla, la primera candidata trans a diputada federal.

url url",NP
5209,"@weimarna6 Marica, buenos dias❗🔥🔥🔥",NP
